Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,AULLADOR,PLAYON,0.032,0.066,0.061,0.015,0.006,0.005,0.005,0.006,0.005,0.006,0.006,0.005
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,CORAZÓN,CARARE LAS MONAS,0.105,0.146,0.272,0.279,0.27,0.26,0.117,0.073,0.137,0.178,0.173,0.17
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,CORAZÓN WEST,CARARE LAS MONAS,0.703,0.493,0.804,0.76,0.761,0.701,0.679,0.641,0.691,0.724,0.578,0.298
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,CRISTALINA,MAGDALENA MEDIO-CRISTALINA,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LIEBRE,EL PIÑAL,0.093,0.103,0.104,0.099,0.112,0.119,0.108,0.108,0.097,0.092,0.123,0.113
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA,CARARE LAS MONAS,15.391,10.976,13.453,13.883,14.019,12.218,11.562,11.136,11.514,11.326,11.392,11.85
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA WEST,CARARE LAS MONAS,0.003,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.001
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,PROVINCIA,PROVINCIA P SUR,20.472,22.202,21.397,22.217,22.134,20.085,16.406,19.072,18.56,21.828,24.358,24.657
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,SALINA,CARARE LAS MONAS,4.169,3.611,3.992,4.028,3.784,3.999,3.907,3.941,3.919,3.656,3.55,3.543
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA,DE MARES,2.854,2.646,2.593,3.497,3.618,3.454,3.559,3.934,3.561,3.91,3.388,3.282
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA PROFUNDO,DE MARES,0.117,0.118,0.132,0.176,0.141,0.125,0.119,0.06,0,0,0,0
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,NUTRIA,DE MARES,3.003,3,2.977,3.252,3.528,2.94,3.215,3.031,3.147,3.176,3.094,2.883
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,TESORO,DE MARES,0.96,0.998,1.116,0.983,1.261,1.667,1.541,1.45,1.489,1.359,1.815,1.407
SUCRE,LA UNION,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,CLARINETE,VIM 5,0,2.192,0,0,0,0,0,0,0,0.696,0,3.158
SUCRE,LOS PALMITOS,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,10.81,10.667,11.643,13.042,12.872,12.719,13.564,14.316,14.483,13.319,12.433,12.51
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,APAMATE,LA CRECIENTE,0.044,0.057,0.196,0,0,0,0,0.005,0,0,0,0
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,32.179,34.659,34.108,32.936,30.951,31.938,40.987,39.514,42.726,41.625,46.691,48.07
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE D,LA CRECIENTE,9.541,2.433,0,0,0,0,0,0,0,0,0,0
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE I,LA CRECIENTE,1.09,0,0,0,0,0,0,0,0,0,0,0
TOLIMA,ALVARADO,HOCOL S.A.,TOTARE,ARMERO,0,0,0,0,0,0,0,0,0,0,0.045,0.047
TOLIMA,ALVARADO,ECOPETROL S.A.,TOTARE,ARMERO ECOPETROL,0.04,0.044,0.042,0.044,0.043,0.044,0.044,0.046,0.042,0.04,0,0
TOLIMA,CHAPARRAL,ECOPETROL S.A.,QUIMBAYA,ORTEGA,0,0,0,0,0,0,0,0,0,0,0,0
TOLIMA,ESPINAL,PACIFIC STRATUS ENERGY COLOMBIA CORP,ABANICO,ABANICO,0.302,0.274,0.3,0.288,0.261,0.255,0.243,0.24,0.251,0.223,0.243,0.239
TOLIMA,MELGAR,PERENCO COLOMBIA LIMITED,GUANDO,BOQUERÓN,1.475,1.321,1.309,1.272,1.307,1.257,1.184,1.158,1.232,1.324,1.245,1.291
TOLIMA,MELGAR,PERENCO COLOMBIA LIMITED,GUANDO SW,BOQUERÓN,0.437,0.523,0.677,0.58,0.698,0.702,0.678,0.751,0.695,0.685,0.707,0.668
TOLIMA,ORTEGA,ECOPETROL S.A.,ORTEGA,ORTEGA,0.023,0.017,0.028,0.03,0.03,0.03,0.03,0.031,0.032,0.033,0.011,0
TOLIMA,ORTEGA,ECOPETROL S.A.,PACANDE,ORTEGA,0,0.054,0.114,0.107,0.096,0.096,0.311,0.389,0.418,0.309,0.09,0
TOLIMA,ORTEGA,ECOPETROL S.A.,QUIMBAYA,ORTEGA,0.06,0.062,0.06,0.046,0.028,0,0,0,0,0,0,0
TOLIMA,ORTEGA,ECOPETROL S.A.,TOLDADO,ORTEGA,0.239,0.177,0.22,0.147,0.224,0.188,0.237,0.201,0.202,0.198,0.066,0
TOLIMA,ORTEGA,ECOPETROL S.A.,TOY,ORTEGA,0.063,0.063,0.062,0.058,0.055,0.055,0.061,0.052,0.062,0.059,0.017,0
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,AMBROSÍA,AMBROSÍA,0.038,0.038,0.038,0.036,0.037,0.036,0.035,0.036,0.036,0.036,0.035,0.037
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANÁ,MANÁ,3.786,3.909,4.004,1.288,3.767,3.745,3.875,3.748,3.522,3.475,3.502,3.837
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANA NO COMERCIAL,MANÁ,0.012,0.011,0.01,0,0,0,0,0,0,0,0,0
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RÍO OPIA,RÍO OPIA,0.098,0.115,0.145,0.119,0.13,0.13,0.105,0.115,0.164,0.114,0.129,0.09
TOLIMA,PIEDRAS,HOCOL S.A.,TOQUI TOQUI,PULI,0,0,0,0,0,0,0,0,0,0,1.334,1.292
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,TOQUI TOQUI,PULI,1.134,1.171,1.182,1.288,1.242,1.322,1.338,1.337,1.348,1.328,0,0
TOLIMA,PRADO,HOCOL S.A.,MATACHÍN SUR,ESPINAL,0,0,0,0,0,0,0,0,0,0,0,0.998
TOLIMA,PURIFICACIÓN,HOCOL S.A.,CHENCHE,CHENCHE,0,0,0,0,0,0,0,0,0,0,0.048,0.047
TOLIMA,PURIFICACIÓN,ECOPETROL S.A.,CHENCHE,CHENCHE CDND/I-ECOPETROL,0.035,0.04,0.047,0.047,0.047,0.047,0.048,0.048,0.048,0.048,0,0
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN NORTE,ESPINAL,0,0,0,0,0,0,0,0,0,0.581,1.829,2.153
TOLIMA,PURIFICACIÓN,PERENCO COLOMBIA LIMITED,MATACHÍN NORTE,ESPINAL,3.642,3.76,3.033,0,3.099,3.078,2.748,2.872,2.491,1.124,0,0
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN SUR,ESPINAL,0,0,0,0,0,0,0,0,0,0.756,1.827,0.538
TOLIMA,PURIFICACIÓN,PERENCO COLOMBIA LIMITED,MATACHÍN SUR,ESPINAL,1.503,1.485,1.388,0,1.318,1.308,1.212,1.099,2.214,1.271,0,0
TOLIMA,PURIFICACIÓN,HOCOL S.A.,PURIFICACIÓN,ESPINAL,0,0,0,0,0,0,0,0,0,0.03,0.081,0.083
TOLIMA,PURIFICACIÓN,PERENCO COLOMBIA LIMITED,PURIFICACIÓN,ESPINAL,0.09,0.092,0.089,0,0.073,0.078,0.086,0.081,0.082,0.046,0,0
TOLIMA,SAN LUIS,ECOPETROL S.A.,PACANDE,ORTEGA,0.071,0,0,0,0,0,0,0,0,0,0,0
