Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
HUILA,AIPE,ECOPETROL S.A.,DINA TERCIARIOS,PIJAO-POTRERILLO,3.75,3.836,3.509,3.121,2.812,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,DINA TERCIARIOS,PIJAO-POTRERILLO,0,0,0,0,0,2.621,2.448,2.593,2.329,1.743,1.393,1.575
CESAR,AGUACHICA,ECOPETROL S.A.,DOÑA MARÍA,LEBRIJA,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,DOROTEA B,DOROTEA,0.284,0.316,0.316,0.294,0.312,0.322,0.36,0.373,0.344,0.331,0.336,0.337
MAGDALENA,ARIGUANI,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,14.648,15.531,18.7,18.839,16.276,18.756,18.339,18.162,17.969,16.842,16.287,14.189
META,BARRANCA DE UPIA,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,ESPADARTE,CORCEL,0.032,0.031,0.031,0.03,0.029,0.031,0.037,0.036,0.035,0.026,0.024,0.024
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,ESPADARTE,CORCEL,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006
HUILA,NEIVA,ECOPETROL S.A.,ESPINO,CAGUAN,0.042,0.052,0.04,0.035,0.05,0.048,0.047,0.041,0.039,0.042,0.043,0.035
SANTANDER,RIONEGRO,AMERISUR EXPLORACION COLOMBIA LTD,FENIX,FENIX,0,0,0,0,0,0,0,0,0,0,0,0
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,FLOREÑA,PIEDEMONTE,91.382,95.843,96.795,86.675,96.91,99.278,88.862,84.156,95.198,105.346,99.719,100.309
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,FLOREÑA MIRADOR,PIEDEMONTE,29.137,34.734,35.855,34.227,33.377,32.998,36.245,34.436,34.604,36.863,36.437,32.533
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,GALA,DE MARES,0.229,0.21,0.212,0.255,0.25,0.236,0.243,0.244,0.235,0.195,0.215,0.201
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,GALÁN,DE MARES,0.076,0.077,0.071,0.081,0.079,0.082,0.082,0.085,0.091,0.065,0.07,0.069
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,GALEMBO,CHIPIRÓN,0,0,0,0.014,0.01,0.007,0.005,0.007,0.008,0.009,0.008,0.007
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,GARZAS,MAGDALENA MEDIO-YARIGUI-GARZAS,0.13,0.128,0.13,0.126,0.127,0.125,0.126,0.033,0,0,0,0
META,VILLAVICENCIO,ECOPETROL S.A.,GAVAN,APIAY,0.607,0.1,0.191,0.272,0.279,0.251,0.342,0.22,0.23,0.22,0.252,0.324
DEPARTAMENTO NN,MUNICIPIO NN,ECOPETROL S.A.,GIBRALTAR,SIRIRI,42.421,40.335,41.711,40.109,42.854,39.36,40.873,38.436,41.717,38.421,39.762,42.535
HUILA,GARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,GIGANTE,MATAMBO,0,0,0,0.002,0.02,0,0,0,0,0,0,0.016
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,GIRASOL,NARE,1.123,1.095,1.088,1.146,1.027,1.001,1.041,1.18,1.193,0.928,0.951,0.997
BOYACA,PUERTO BOYACA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,GLAUCA,VMM 11,0,0,0,0,0,0,0,0,0,0.005,0.022,0
CUNDINAMARCA,GUADUAS,PACIFIC STRATUS ENERGY COLOMBIA CORP,GUADUAS,DINDAL,1.438,1.382,1.317,1.285,1.245,0,0,0,0,0,1.025,1.04
CUNDINAMARCA,GUADUAS,SIPETROL S.A.,GUADUAS,DINDAL,0,0,0,0,0,1.194,1.089,1.057,1.053,1.032,0,0
TOLIMA,MELGAR,PERENCO COLOMBIA LIMITED,GUANDO,BOQUERÓN,2.289,1.899,2.155,2.142,2.163,0,0,0,0,0,0,0
TOLIMA,MELGAR,PERENCO OIL AND GAS COLOMBIA LIMITED.,GUANDO,BOQUERÓN,0,0,0,0,0,2.071,2.221,2.221,2.016,1.939,1.901,2.275
TOLIMA,MELGAR,PERENCO COLOMBIA LIMITED,GUANDO SW,BOQUERÓN,0.694,1.178,1.067,0.977,0.864,0,0,0,0,0,0,0
TOLIMA,MELGAR,PERENCO OIL AND GAS COLOMBIA LIMITED.,GUANDO SW,BOQUERÓN,0,0,0,0,0,0.829,0.768,0.788,0.735,0.699,0.691,0.606
META,PUERTO GAITAN,HOCOL S.A.,GUARROJO,GUARROJO,0.005,0.005,0.005,0.006,0.005,0.005,0.004,0.004,0.004,0.004,0.002,0.004
META,VILLAVICENCIO,ECOPETROL S.A.,GUATIQUIA,APIAY,2.284,2.092,2.343,2.141,2.113,1.21,1.559,1.978,1.966,1.97,1.195,0.902
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,GUAYUYACO,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,HORMIGA,ORITO,0.079,0.035,0.033,0.029,0.003,0,0,0,0,0,0,0
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,HORMIGA,ORITO,0,0,0,0,0,0.003,0.029,0.033,0.032,0.006,0.005,0.002
CASANARE,MUNICIPIO NN CASANARE,EQUION ENERGÍA LIMITED,HURÓN,NISCOTA,0,0,0,0,0,0,0,0,0.106,26.639,39.035,35.602
CASANARE,NUNCHIA,EQUION ENERGÍA LIMITED,HURÓN,NISCOTA,0.466,0,0,0,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,INFANTAS,DE MARES,0.613,0.675,0.675,0,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,INFANTAS,LA CIRA INFANTAS,0.613,0.675,0.675,0.641,0.482,0.54,0.598,0.548,0.586,0.485,0.471,0.512
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,JAZMIN,NARE,1.56,1.528,1.467,1.501,1.479,1.492,1.566,1.054,0.36,0.353,0.384,0.377
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,JIBA UNIFICADO,CHIPIRÓN,0.014,0.011,0,0.005,0.005,0.004,0.003,0.004,0.005,0.005,0.004,0.004
PUTUMAYO,VILLAGARZON,GRAN TIERRA ENERGY COLOMBIA LTD,JUANAMBU,GUAYUYACO,0.053,0.064,0.052,0.055,0.061,0.061,0.062,0.059,0.058,0.056,0.059,0.052
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,JUAPE,CDNDI LA PUNTA,0,0,0,0,0,0.096,0,0.09,0.086,0.086,0.081,0.084
CASANARE,OROCUE,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,JUAPE,LA PUNTA - CDND/I - VETRA,0.087,0.095,0.115,0.111,0.111,0,0,0,0,0,0,0
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,KANANASKIS,LLA 32,0,0,0,0.005,0,0.005,0.005,0.006,0,0.01,0.006,0
CORDOBA,SAHAGUN,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,KATANA,ESPERANZA,0.007,0.008,0.009,0.008,0.007,0.009,0.008,0.008,0.01,0.008,0.008,0.01
META,CABUYARO,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KATMANDÚ NORTE,CERRERO,0,1.044,0.163,0,0,0,0,0,0,0,0,0
CASANARE,PORE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,KONA,LLA 16,0.119,0.12,0.083,0.007,0,0,0,0,0,0.015,0,0
HUILA,PAICOL,HOCOL S.A.,LA CAÑADA NORTE,RIO PAEZ,1.401,1.38,1.444,1.53,1.514,1.476,1.47,1.511,1.545,1.667,1.691,1.625
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LA CIRA,DE MARES,5.015,5.149,5.371,0,0,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LA CIRA,LA CIRA INFANTAS,5.015,5.149,5.371,5.023,4.289,5.175,4.746,4.919,4.678,4.539,4.72,5.225
SUCRE,LOS PALMITOS,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,5.824,5.501,5.292,4.884,4.629,4.298,4.11,4.045,4.54,6.09,7.091,7.896
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE,LA CRECIENTE,28.467,27.211,26.856,26.121,25.655,25.026,24.633,24.069,23.069,22.08,21.378,20.862
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE D,LA CRECIENTE,0.05,0,0.352,1.718,2.35,2.352,2.107,2.158,2.021,1.901,1.697,1.496
SUCRE,SAN PEDRO,PACIFIC STRATUS ENERGY COLOMBIA CORP,LA CRECIENTE I,LA CRECIENTE,1.865,1.139,0.632,0.041,0,0.109,0.269,0.26,0.105,0,0,0.003
CESAR,GAMARRA,LEWIS ENERGY COLOMBIA INC,La Estancia,VMM 1,1.437,0.801,1.072,1.152,1.204,1.017,1.416,1.252,0,1.254,0.95,0.904
CASANARE,AGUAZUL,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.269,0.27,0.29,0.293,0.28,0.599,0.216,0.231,0.259,0.245,0.35,0.543
CASANARE,MANI,PERENCO COLOMBIA LIMITED,LA GLORIA,CASANARE,0.356,0.355,0.38,0.38,0.42,0,0.323,0.347,0.389,0.367,0.383,0.32
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,LA GLORIA NORTE,CASANARE,0.474,0.493,0.515,0.627,0.674,0.49,0.389,0.22,0.187,0.184,0.327,0.413
HUILA,TESALIA,HOCOL S.A.,LA HOCHA,RIO PAEZ,0.959,1.049,0.986,0.946,0.882,0.82,0.815,0.87,0.794,0.784,0.757,0.804
CASANARE,MANI,ECOPETROL S.A.,LA PUNTA,LA PUNTA - CDND/I,0.073,0.082,0.08,0.084,0.086,0,0,0,0,0,0,0
CASANARE,MANI,ECOPETROL S.A.,LA PUNTA,LA PUNTA - CDND/I,0,0,0,0,0,0.139,0.111,0.107,0.103,0.103,0.102,0.1
CASANARE,OROCUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,LABRADOR,LLA 23,0.082,0.079,0.077,0.076,0.077,0.075,0.076,0.075,0.075,0.075,0.073,0.073
CASANARE,SAN LUIS DE PALENQUE,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,LAS MARACAS,LOS OCARROS,0.762,0.728,0.603,0.507,0.454,0.373,0.403,0.387,0.392,0.41,0.359,0.242
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B,LEONA,0.018,0.02,0.021,0.013,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA B SUR,LEONA,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
CASANARE,PAZ DE ARIPORO,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIA,LEONA C,LEONA,0.005,0.005,0.005,0.005,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004
META,VILLAVICENCIO,ECOPETROL S.A.,LIBERTAD NORTE,APIAY,0.007,0.21,0.865,0.465,0.203,0.187,0.274,0.413,0.282,0.276,0.195,0.249
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,LIEBRE,EL PIÑAL,0.078,0.084,0.086,0.088,0.087,0.089,0.084,0.083,0.084,0.079,0.095,0.077
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA,DE MARES,2.299,2.28,2.278,2.413,2.365,2.44,2.388,2.47,2.666,2.788,2.348,2.413
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA-NORTE,Convenio de Explotación Lisama-Nutria,0,0,0,0,0,0.029,0.024,0.025,0.024,0.021,0.024,0.035
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,LISAMA-NORTE,LISAMA NUTRIA,0.035,0.026,0.027,0.023,0.025,0,0,0,0,0,0,0
SANTANDER,BARRANCABERMEJA,ECOPETROL S.A.,LLANITO,DE MARES,0.9,0.824,0.855,0.917,0.854,0.889,0.904,0.912,0.896,0.898,0.918,0.816
HUILA,VILLAVIEJA,ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0.618,0.574,0.51,0.494,0.491,0,0,0,0,0,0,0
HUILA,AIPE,ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0,0,0,0,0,0,0.363,0,0,0,0,0
HUILA,VILLAVIEJA,ECOPETROL S.A.,LOMA LARGA,PIJAO-POTRERILLO,0,0,0,0,0,0.313,0,0.316,0.273,0.283,0.297,0.282
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,LORO,ORITO,0.027,0.025,0.024,0.023,0.028,0,0,0,0,0,0,0
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,LORO,ORITO,0.215,0.208,0.24,0.237,0.216,0,0,0,0,0,0,0
PUTUMAYO,SAN MIGUEL,ECOPETROL S.A.,LORO,ORITO,0,0,0,0,0,0.028,0.026,0.02,0.096,0.124,0.109,0.091
PUTUMAYO,VALLE DEL GUAMUEZ,ECOPETROL S.A.,LORO,ORITO,0,0,0,0,0,0.223,0.164,0.2,0.218,0.226,0.227,0.227
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,LOS ACEITES,GUACHIRÍA,0,0,0,0,0,0,0,0,0.022,0.023,0.022,0.022
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,LOS ANGELES,TISQUIRAMA B,0.057,0.038,0.073,0.071,0.097,0.1,0.099,0.11,0.095,0.049,0.043,0.055
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,MACANA,CHIPIRÓN,0.008,0.033,0.004,0.014,0.017,0.016,0.009,0.013,0.013,0.012,0.016,0.013
SUCRE,OVEJAS,HOCOL S.A.,MAMEY,SAMAN,16.994,20.525,20.158,21.64,22.146,23.736,25.501,24.766,15.056,26.786,28.206,25.512
TOLIMA,PIEDRAS,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,MANÁ,MANÁ,3.184,3.146,3.25,3.211,3.066,2.928,2.933,2.811,2.768,2.74,2.716,2.734
CASANARE,MANI,ECOPETROL S.A.,SANTIAGO,UPIA,0.1,0.1,0.099,0.094,0.08,0.058,0.057,0.054,0.058,0.057,0.077,0.098
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,MANAMO,E&P GUAMA,2.137,1.792,1.609,0.91,0.81,0.68,0.509,0.474,0.691,0.765,0.299,0.216
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,MANSOYA,ORITO,0.003,0.003,0.003,0.003,0.002,0,0,0,0,0,0,0
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,MANSOYA,ORITO,0,0,0,0,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003
META,CABUYARO,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,MARIPOSA,CPO 5,0,0,0,0,0.006,0,0,0,0,0,0.026,0.094
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO,MARSUPIAL,RIO VERDE,0,0,0.048,0.091,0.072,0.133,0.112,0.101,0.061,0.104,0.135,0.106
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN NORTE,ESPINAL,2.529,2.496,2.442,2.512,2.622,2.637,2.829,2.901,2.868,2.914,2.759,2.729
TOLIMA,PRADO,HOCOL S.A.,MATACHÍN SUR,ESPINAL,0.322,0.435,0.464,0.409,0.69,1.06,0.31,0.4,0.315,0.65,0.588,0.653
TOLIMA,PURIFICACIÓN,HOCOL S.A.,MATACHÍN SUR,ESPINAL,0.751,0.652,0.601,0.592,0.233,0,0.388,0.145,0.287,0.154,0.252,0.201
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,MONO ARAÑA,VMM 2,0,0,0.008,0,0,0,0,0.053,0.277,0.167,0.199,0.229
PUTUMAYO,MOCOA,GRAN TIERRA ENERGY COLOMBIA LTD,MOQUETA,CHAZA,2.126,1.719,1.99,1.841,2.339,2.531,2.801,2.469,2.412,2.53,2.741,2.344
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,MORICHAL,CASANARE,0.95,1.434,1.234,1.16,1.209,1.164,0.858,0.701,0.824,1.04,1.052,1.068
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,MORICHE,NARE,1.201,1.191,1.18,1.152,1.085,1.062,1.088,1.064,1.109,1.058,1.037,1.052
ARAUCA,ARAUQUITA,OCCIDENTAL DE COLOMBIA LLC,MORROCOY,COSECHA,0.057,0.052,0.008,0.052,0.044,0.015,0.007,0.011,0.014,0.017,0.016,0.034
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE SUR,NARE,0.031,0.031,0.028,0.03,0.026,0.029,0.027,0.023,0.027,0.033,0.027,0.02
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,NELSON,ESPERANZA,44.438,47.826,49.809,44.009,40.506,45.086,53.98,52.16,41.884,46.718,43.838,42.962
SUCRE,SAN MARCOS,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,NISPERO,ESPERANZA,0,0,0,0,0,0,0,0.313,25.725,7.198,14.696,16.178
SANTANDER,SAN VICENTE DE CHUCURI,ECOPETROL S.A.,NUTRIA,DE MARES,2.637,2.654,3.002,2.979,3.009,3.259,3.139,3.177,3.333,3.223,3.372,3.315
CORDOBA,SAHAGUN,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,OBOE,VIM 5,1.503,1.514,1.501,0.906,0,0.275,0,0,0,0,0,0
META,PUERTO GAITAN,HOCOL S.A.,OCELOTE,GUARROJO,0.205,0.204,0.211,0.233,0.201,0.206,0.191,0.205,0.204,0.204,0.125,0.183
SANTANDER,CIMITARRA,COMPAÑIA OPERADORA PETROCOLOMBIA S.A.S - COPP,OPÓN,OPÓN,1.666,1.726,1.711,1.705,1.676,1.691,1.666,1.641,1.583,1.203,0.966,0.655
NORTE DE SANTANDER,CUCUTA,ECOPETROL S.A.,ORIPAYA,URIBANTE,2.624,2.777,2.724,2.561,2.709,2.674,2.364,2.795,2.731,2.523,2.821,2.719
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,ORITO,10.981,7.575,7.585,7.769,7.722,0,0,0,0,0,0,0
PUTUMAYO,ORITO,ECOPETROL S.A.,ORITO,ORITO,0,0,0,0,0,7.107,5.86,7.023,4.877,4.096,3.822,4.046
TOLIMA,ORTEGA,HOCOL S.A.,ORTEGA,ORTEGA,0,0.001,0.003,0.003,0.003,0.002,0.003,0.019,0.049,0.032,0.039,0.045
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA SAS,OSO PARDO,SANTA ISABEL,0.244,0.245,0.238,0.236,0.242,0.287,0.287,0.274,0.269,0.115,0.265,0.226
TOLIMA,ORTEGA,HOCOL S.A.,PACANDE,ORTEGA,0,0,0.023,0.018,0.018,0.017,0.017,0.03,0.084,0.11,0.094,0.087
BOYACA,PUERTO BOYACA,ECOPETROL S.A.,PALAGUA,PALAGUA,4.151,4.145,4.15,4.219,4.304,4.458,4.496,4.426,4.344,4.406,4.3,4.501
HUILA,PALERMO,ECOPETROL S.A.,PALERMO,PALERMO,0.12,0.119,0.105,0.129,0.153,0,0,0,0,0,0,0
HUILA,PALERMO,ECOPETROL S.A.,PALERMO,PALERMO,0,0,0,0,0,0.168,0.132,0.165,0.151,0.158,0.162,0.08
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,PALMER,ESPERANZA,8.833,8.647,7.758,7.501,8.049,7.142,5.838,6.023,5.964,6.028,5.886,5.298
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0.168,0.175,0.171,0.187,0.171,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE,PIJAO-POTRERILLO,0,0,0,0,0,0.174,0.152,0.164,0.159,0.158,0.159,0.149
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0.023,0.024,0.024,0.026,0.023,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,PALOGRANDE HONDA,PIJAO-POTRERILLO,0,0,0,0,0,0.02,0.023,0.022,0.014,0.014,0.008,0.014
SUCRE,CAIMITO,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,Pandereta,VIM 5,0,0,0,0,0,0,0,0,0,0,0.356,0.34
CASANARE,SAN LUIS DE PALENQUE,CONOCOPHILLIPS COLOMBIA VENTURES LTD. SUCURSAL COLOMBIA,PANTRO,LLA 23,0,0,0,0,0,0,0,0,0,0,0,0.001
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PAUTO SUR,PIEDEMONTE,374.754,383.8,379.602,365.783,428.719,407.045,415.812,424.436,394.246,417.447,412.095,426.199
CASANARE,YOPAL,ECOPETROL S.A.,PAUTO SUR RECETOR,RECETOR,0,0,0,0,0,0,0,12.347,11.975,11.853,12.032,11.998
CASANARE,PENDIENTE CERTIFICADO IGAC,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,0,0,0,0,0,14.494,13.075,0,0,0,0,0
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PAUTO SUR RECETOR,RECETOR,13.956,13.574,13.259,12.769,12.496,0,0,0,0,0,0,0
NORTE DE SANTANDER,LA ESPERANZA,ECOPETROL S.A.,PAVAS CACHIRA,PAVAS,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA,CARARE LAS MONAS,9.202,8.645,9.107,9.423,9.653,9.798,9.5,9.488,9.3,9.23,9.17,8.956
SANTANDER,SABANA DE TORRES,PETROSANTANDER (COLOMBIA) INC.,PAYOA WEST,CARARE LAS MONAS,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.003
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,PEDERNALITO,E&P GUAMA,0.515,0.481,0.445,0.569,0.363,0.286,0.187,0.14,0.133,0.124,0.239,0.3
ANTIOQUIA,YONDO,ECOPETROL S.A.,PEÑAS BLANCAS,MAGDALENA MEDIO-CASABE,0.312,0.308,0.38,0.392,0.361,0.331,0.296,0.433,0.432,0.364,0.357,0.32
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,PETIRROJO,CUBIRO,0.001,0,0,0,0,0,0,0,0,0,0,0
CESAR,SAN MARTÍN,CONOCOPHILLIPS COLOMBIA VENTURES LIMITED,PICOPLATA,VMM 3 ADICIONAL,0,0.001,0.001,0,0.012,0,0.005,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0.074,0.077,0.06,0.046,0.042,0,0,0,0,0,0,0
HUILA,NEIVA,ECOPETROL S.A.,PIJAO POTRERILLO,PIJAO-POTRERILLO,0,0,0,0,0,0.047,0.055,0.06,0.057,0.052,0.042,0.042
META,PUERTO GAITAN,HOCOL S.A.,PINTADO,GUARROJO,0.042,0.043,0.054,0.063,0.047,0.042,0.038,0.151,0.396,0.392,0.252,0.359
PUTUMAYO,PUERTO ASIS,AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,0.846,0.83,0.843,0.888,0.931,0.884,0.425,1.066,0.721,1.176,1.054,1.123
META,VILLAVICENCIO,ECOPETROL S.A.,POMPEYA,APIAY,0.011,0.011,0.035,0.074,0.065,0.049,0.009,0.004,0.002,0.005,0.004,0.001
CASANARE,PORE,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),POTRILLO,YAMU,0,0,0.001,0.008,0.008,0.007,0.007,0.006,0.002,0.002,0.002,0.002
SANTANDER,SABANA DE TORRES,ECOPETROL S.A.,PROVINCIA,PROVINCIA P SUR,16.081,16.436,13.596,15.374,14.787,16.313,16.449,16.418,14.39,15.15,14.54,14.324
CUNDINAMARCA,PULI,HOCOL S.A.,PULI,PULI,0.999,0.957,0.865,0.892,0.854,0.836,0.796,0.757,0.723,0.707,0.685,0.638
TOLIMA,PURIFICACIÓN,HOCOL S.A.,PURIFICACIÓN,ESPINAL,0.079,0.08,0.079,0.078,0.081,0.081,0.079,0.079,0.077,0.065,0.108,0.152
PUTUMAYO,PUERTO ASIS,ECOPETROL S.A.,QUILILI,ORITO,0.145,0.148,0.149,0.105,0.118,0,0,0,0,0,0,0
PUTUMAYO,PUERTO ASIS,ECOPETROL S.A.,QUILILI,ORITO,0,0,0,0,0,0.164,0.164,0.166,0.159,0.064,0.058,0.143
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUILLACINGA,SURORIENTE,0.993,1.008,1.045,1.012,0.712,0.644,0.647,0.537,0.449,0.596,0.383,0.453
PUTUMAYO,PUERTO ASIS,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S.,QUINDE,SURORIENTE,0.072,0.074,0.065,0.057,0.042,0.044,0.047,0.046,0.05,0.048,0.038,0.045
CASANARE,AGUAZUL,CEPSA COLOMBIA S.A.,RAMIRIQUI,LLA 22,3.315,2.45,2.484,2.342,3.468,4.1,3.767,3.753,4.093,4.053,3.874,3.753
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO,RANCHO HERMOSO ACUERDO PART CASANARE,0,0,0.031,0,0.01,0.01,0.063,0.062,0.063,0.064,0.084,0.105
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO,RANCHO HERMOSO ACUERDO PART CASANARE,0,0,0.007,0,0.008,0.008,0.008,0.008,0.008,0.003,0.001,0.001
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.013,0.02,0.031,0.059,0.059,0,0,0,0,0,0,0
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO,0.008,0.008,0.007,0.008,0.008,0,0,0,0,0,0,0
CASANARE,OROCUE,CANACOL ENERGY COLOMBIA SAS,RANCHO HERMOSO 4,RANCHO HERMOSO ACUERDO PART CASANARE,0,0,0,0,0.049,0.049,0,0,0,0,0,0
