Departamento,Municipio,Operadora,Campo,Contrato,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
NORTE DE SANTANDER,TIBU,ECOPETROL S.A.,TIBÚ,TIBU,0.851,0.782,1.052,1.13,1.094,1.119,1.16,1.152,1.337,1.241,1.245,1.194
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TILO,LLA 34,0.068,0.074,0.076,0.076,0.075,0.067,0.066,0.054,0.055,0.063,0.071,0.067
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO,TILODIRÁN,RIO VERDE,0.314,0.302,0.318,0.3,0.286,0.244,0.26,0.301,0.319,0.291,0.425,0.5
CESAR,SAN MARTÍN,ECOPETROL S.A.,TISQUIRAMA,TISQUIRAMA-C,0.584,0.573,1.004,1.088,1.092,1.089,1.075,1.059,0.87,0.795,0.793,0.792
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,TOCARIA,CASANARE,0.415,0.362,0.397,0.497,0.57,0.592,0.828,0.794,0.617,0.386,0.126,0.026
ARAUCA,ARAUCA,OCCIDENTAL DE COLOMBIA LLC,TONINA,CRAVO NORTE,0,0,0,0,0,0,0,0,0,0,0,0.002
CESAR,AGUACHICA,LEWIS ENERGY COLOMBIA INC,TOPOSI,VMM 1,2.853,2.784,2.779,1.54,0,0,0,0,2.58,2.48,0.064,2.049
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,TOROS,ESTERO,0.001,0,0,0,0,0,0,0,0,0,0,0
TOLIMA,ALVARADO,HOCOL S.A.,TOTARE,ARMERO,0.045,0.032,0.029,0.031,0.035,0.035,0.032,0.026,0.037,0.03,0.03,0.02
CESAR,RIO DE ORO,EMERALD ENERGY PLC SUCURSAL COLOMBIA,TOTUMAL,FORTUNA,0,0,0,0,0,0,0,0,0,0,0,0.008
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,TRINIDAD,YALEA,0.006,0.001,0,0,0,0,0,0,0,0,0,0
CASANARE,TAURAMENA,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),TUA,LLA 34,0.495,0.502,0.482,0.496,0.5,0.503,0.482,0.495,0.448,0.456,0.452,0.442
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,TULIPÁN,GUACHIRIA SUR,0,0,0,0,0,0,0,0,0,0.052,0.044,0.043
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.105,0.083,0.066,0.103,0.09,0.116,0.12,0.139,0.125,0.115,0.11,0.119
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,UNDERRIVER,NARE,0.178,0.154,0.154,0.167,0.135,0.174,0.18,0.209,0.188,0.173,0.165,0.179
BOYACA,PUERTO BOYACA,MANSAROVAR ENERGY COLOMBIA LTD,VELASQUEZ,GUAGUAQUI - TERAN,0.677,0.593,0.542,0.505,0.484,0.48,0.436,0.444,0.457,0.439,0.466,0.495
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA,CAMPO RICO,0.023,0.014,0.013,0.011,0.011,0.009,0.009,0.01,0.007,0.01,0.012,0.012
CASANARE,OROCUE,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VIGIA SUR,CAMPO RICO,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.008,0.01,0.01
CASANARE,OROCUE,PERENCO COLOMBIA LIMITED,VIREO,OROPENDOLA,0.047,0.044,0.049,0.049,0.046,0.047,0.046,0.05,0.048,0.045,0.044,0.042
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,VOLCANERA,RECETOR,0,0,0,0.885,0.789,0.814,0.81,2.194,2.245,2.396,2.296,2.31
HUILA,YAGUARA,ECOPETROL S.A.,YAGUARA,HOBO,0.76,0.754,0.711,0.678,0.665,0.686,0.678,0.646,0.659,0.634,0.609,0.673
CASANARE,PAZ DE ARIPORO,PACIFIC STRATUS ENERGY COLOMBIA CORP,YAGUAZO,ARRENDAJO,0.064,0.087,0.112,0.102,0.093,0.078,0.074,0.056,0.066,0.083,0.095,0.095
CASANARE,PAZ DE ARIPORO,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMÚ,YAMU,0,0,0,0,0,0,0,0.001,0,0,0,0
BOLIVAR,CANTAGALLO,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,4.557,4.635,4.828,4.68,4.559,4.61,4.757,4.666,4.575,4.674,4.349,4.137
SANTANDER,PUERTO WILCHES,ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.814,1.832,1.859,1.795,1.731,1.743,1.473,1.437,1.52,1.564,1.517,1.425
META,CABUYARO,PETROMINERALES COLOMBIA LTD SUCURSAL COLOMBIA,YATAY,GUATIQUIA,0.409,0.411,0.426,0.404,0.401,0.204,0.219,0.305,0.414,0.422,0.486,0.481
BOYACA,TOPAGA,UNION TEMPORAL OMEGA ENERGY,YEKOTA,BUENAVISTA,0.065,0.781,2.407,1.758,0.844,0.707,0.452,0.485,0.436,0.415,0.455,0.189
PUTUMAYO,PUERTO CAICEDO,ECOPETROL S.A.,YURILLA,ORITO,0.078,0.059,0.081,0.084,0.043,0.009,0.089,0.059,0.058,0.077,0.029,0.008
